ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,duration
AFF26927F952F74F,classic_bike,2023-07-13 17:56:16,2023-07-14 18:55:56,Washington St,JC098,,,40.7242941,-74.0354826,,,casual,1499.6666666666665
4ED3A93DA0DF44D9,classic_bike,2023-07-15 16:52:23,2023-07-16 17:52:15,Brunswick St,JC023,,,40.7241765,-74.0506564,,,member,1499.8666666666666
4EEE6C10C557575C,classic_bike,2023-07-30 10:02:59,2023-07-31 11:02:55,Liberty Light Rail,JC052,,,40.7112423,-74.0557013,,,member,1499.9333333333334
0FBEBE6994B7C10C,electric_bike,2023-07-15 17:26:29,2023-07-16 18:26:24,Liberty Light Rail,JC052,,,40.7112423,-74.0557013,,,member,1499.9166666666665
9EC760E5A983BB51,docked_bike,2023-07-05 10:01:59,2023-07-08 02:11:46,Liberty Light Rail,JC052,,,40.711242,-74.055701,,,casual,3849.7833333333338
80F6924EEEAB631E,classic_bike,2023-07-23 01:48:04,2023-07-24 02:47:58,Hoboken Terminal - Hudson St & Hudson Pl,HB101,,,40.73593758446329,-74.03030455112457,,,member,1499.9
E7333177665FD077,classic_bike,2023-07-30 16:37:29,2023-07-31 17:37:23,Glenwood Ave,JC094,,,40.72755146730012,-74.07106071710587,,,casual,1499.9
8532138D29317DA9,classic_bike,2023-07-19 07:05:18,2023-07-20 08:05:12,Stevens - River Ter & 6 St,HB602,,,40.74313282710551,-74.02698867022991,,,member,1499.9
F2AF6C9CCD1A9256,classic_bike,2023-07-04 17:02:04,2023-07-05 18:01:59,Union St,JC051,,,40.7182113,-74.0836394,,,casual,1499.9166666666665
E2D2F6CFAF994955,electric_bike,2023-07-13 19:39:01,2023-07-14 20:38:56,Brunswick St,JC023,,,40.7241765,-74.0506564,,,casual,1499.9166666666665
